ID,Subestación de Poder,Alimentador,Zona Mantenimiento,SED,Nombre,Kva Etdtrafo,Clientes,Netbilling,Electrodependientes,Ordenes SAP,Avisos SAP,Solicitudes Daño Individual,Solicitudes SEC SERNAC,Solicitudes DOM,Presentaciones,Interrupciones BT
6298,Valparaíso,Puerto 1,valparaiso,10854,Torre Bellavista,500.00 kVA,9,,,,,1,,1,,
6299,Quilpué,Freire,Marga Marga,23932,SED Gregoria Clinica,100.00 kVA,5,,,,,2,,1,,
6300,San Rafael,San Vicente,Los Andes,42666,Ruta 60CH_Figueroa,15.00 kVA,2,,,,,1,,1,,
6301,Reñaca,Jorge Montt,Costa,20102,Jorge Montt,15.00 kVA,6,,,,,3,,1,,
6302,Valparaíso,Puerto 1,valparaiso,10335,Varas 1,45.00 kVA,4,,,,,3,,2,,
6303,Placilla,Bosque,valparaiso,10353,Belgica Famares,75.00 kVA,4,,,,,5,,2,,
6304,Valparaíso,Brasil,valparaiso,10720,SED EDIFICIO PLAZA BARON 1,750.00 kVA,8,,,,,3,,1,,
6305,Quilpué,Marga Marga,Marga Marga,21456,Quebrada Seca Callejon Vecinal,5.00 kVA,4,,,,,5,,1,,
6306,San Antonio,Santo Domingo,San Antonio,51739,SED CHILENA REVISIONES,75.00 kVA,1,,,,,5,,,1,
6307,San Antonio,San Antonio,San Antonio,51314,SED SAN ANTONIO DE LAS BODEGAS FTE FERIA,45.00 kVA,2,,,,,2,,1,,
6308,San Antonio,Barrancas,San Antonio,51938,SED Av. La Playa Jose Marti,75.00 kVA,2,,,,,1,,1,,
6309,Reñaca,Alejandro Navarrete,Costa,23249,AP2 Subida Alessandri Vina del Mar,15.00 kVA,1,,,,,1,,1,2,
6310,Placeres,Agua Santa,valparaiso,21753,Radio Rapsodia UCV,75.00 kVA,5,,,,,3,,1,,
6311,Peñablanca,El Rincón,Marga Marga,23709,El Rincon Sur Rinconada,100.00 kVA,1,,,,,3,,,,1
6312,San Pedro,Quillota,Quillota,30513,La Puntilla San Isidro,5.00 kVA,2,,,,,1,,1,,
6313,San Pedro,Lliu Lliu,Quillota,31416,Santa Josefina Ruta F 360,15.00 kVA,2,,,,,4,,1,,
6314,Placilla,Bosque,valparaiso,10552,Provisorio Chilquinta,45.00 kVA,2,,,,,1,,,,1
6315,Placilla,Bosque,valparaiso,10616,Cerro El Plomo Parque Peñuelas,15.00 kVA,2,,,,,1,,,,1
6316,Playa Ancha,La Pólvora,valparaiso,11606,Ruta F-98 G Pasaje Vista Hermosa,10.00 kVA,2,,,,,,,,,1
6317,Placeres,Placilla,valparaiso,10270,La Polvora San Roque,150.00 kVA,6,,,,,1,,1,,
6318,Playa Ancha,La Pólvora,valparaiso,10472,Puente los Azules,15.00 kVA,6,,,,,1,,1,,
6319,Playa Ancha,Pacifico,valparaiso,10930,Francisco Gonzalez,150.00 kVA,6,,,,,3,,1,,
6320,Reñaca,Alejandro Navarrete,Costa,23250,AP3 Subida Alessandri Vina del Mar,30.00 kVA,2,,,,,,,,1,
6321,Quilpué,Marga Marga,Marga Marga,20902,El Molino Capilla,10.00 kVA,1,,,,,1,,,,1
6322,Quilpué,Marga Marga,Marga Marga,20906,Fundo Cerro Viejo,10.00 kVA,1,,,,,,,,,1
6323,Quilpué,Paso Hondo,Marga Marga,23549,Arenas de Manquehue,150.00 kVA,1,,,,,,,,,1
6324,Quilpué,Quilpué,Marga Marga,23888,Buenos Aires 1256,45.00 kVA,1,,,,,,,,,1
6325,Quilpué,El Carmen,Marga Marga,23411,Calle Cadiz Union,75.00 kVA,2,,,,,1,,1,,
6326,Miraflores,Villa Dulce,Marga Marga,20212,Variante Achupallas 2,15.00 kVA,1,,,,,,,,,1
6327,Reñaca,Jorge Montt,Costa,20111,Las Salinas,75.00 kVA,3,,,,,1,,1,,
6328,Reñaca,Alejandro Navarrete,Costa,21087,Alessandri Pob Naval,15.00 kVA,3,,,,,3,,1,,
6329,Placilla,Bosque,valparaiso,10581,Sed Belgica M.P.C.,150.00 kVA,1,,,,,5,,1,,1
6330,Placilla,Bosque,valparaiso,10786,Avenida Tercera,30.00 kVA,1,,,,,6,,1,,1
6331,Playa Ancha,La Pólvora,valparaiso,10425,Camino Los Paltos,75.00 kVA,4,,,,,3,,1,,
6332,San Felipe,San Felipe,Los Andes,43279,Condominio Alto Monasterio,150.00 kVA,1,,,,,2,,1,,
6333,Placilla,Bosque,valparaiso,10749,AV. Novena,100.00 kVA,1,,,,,1,,,,1
6334,Placeres,Santos Ossa,valparaiso,10945,Hanga Roa 8,100.00 kVA,1,,,,,,,,,1
6335,Placilla,Bosque,valparaiso,10958,Calle 1 Barrio Curauma,15.00 kVA,1,,,,,,,,,1
6336,Placeres,Agua Santa,valparaiso,11591,SED Antartica Placeres 1,500.00 kVA,1,,,,,,,,,1
6337,Placilla,Peñuelas,valparaiso,11612,Faenas Cond. Jardín del Lago,100.00 kVA,1,,,,,2,,,,1
6338,Placilla,Peñuelas,valparaiso,10322,Parque Industrial 2,10.00 kVA,2,,,,,1,,1,,
6339,Placilla,Bosque,valparaiso,10324,Parque Industrial 3,10.00 kVA,2,,,,,1,,1,,
6340,Placilla,Peñuelas,valparaiso,10688,Cardenal Samore Las Lomas II,45.00 kVA,1,,,,,1,,1,,
6341,Valparaíso,Errazuriz,valparaiso,10909,Estacion Puerto 2,750.00 kVA,1,,,,,2,,1,,
6342,San Rafael,Chacabuco,Los Andes,42026,Loteo Padre Hurtado_Rinconada,75.00 kVA,33,,,,,2,,,,
6343,San Antonio,Aguas Buenas,San Antonio,50796,Raul Silva   Hilda Giulucci,45.00 kVA,67,,,,,,,,,
6344,San Rafael,Las Juntas,Los Andes,40053,Asent. Las Golondrinas,45.00 kVA,49,,,,,9,,,,
6345,San Pedro,Olmué,Quillota,30473,Cai Cai Piedras Blancas,45.00 kVA,40,,,,,4,,,,
6346,San Felipe,Putaendo,Los Andes,40497,Los Pinos_Muñoz,30.00 kVA,13,,,,,,,,,
6347,Placilla,Bosque,valparaiso,11423,SED Tupungato Primepark,300.00 kVA,37,,,,,,,,,
6348,Reñaca,Montemar,Costa,20374,Villarrica Parcela 4,75.00 kVA,9,,,,,,,,,
6349,San Rafael,Las Juntas,Los Andes,40447,El Maitén,75.00 kVA,31,,,,,6,,,,
6350,San Rafael,San Rafael,Los Andes,42441,Villa Curimon Calle 1,75.00 kVA,78,,1,,,7,,,,
6351,Reñaca,Montemar,Costa,22675,Gaston Hamel Calle 7,500.00 kVA,157,,1,,,1,,,,
6352,San Rafael,Chacabuco,Los Andes,40165,Suc. A. Ramirez,75.00 kVA,24,1,,,,11,,,,
6353,San Antonio,San Juan,San Antonio,51473,SED CONJUNTO HABITACIONAL DON MATIAS,75.00 kVA,88,,,,,4,,,,
6354,Reñaca,Costa Brava,Costa,23612,Liquidambar Edificio Verde Azul,300.00 kVA,131,,,,,,,,,
6355,San Felipe,Putaendo,Los Andes,42589,Condominio Parque Almagro_Norte,100.00 kVA,86,,,,,,,,,
6356,San Rafael,Chacabuco,Los Andes,40176,Los Placeres_San Martín,30.00 kVA,9,,,,,4,,,,
6357,San Felipe,Putaendo,Los Andes,40519,Las Minillas El Tartaro,10.00 kVA,14,,,,,,,,,
6358,Placeres,Barón,valparaiso,10916,Mitre Edificio Torre Baron,300.00 kVA,216,,,,,1,,,,
6359,Miraflores,Achupallas,Costa,23299,Provisorio Pasaje 6,150.00 kVA,157,,,1,,1,,,,
6360,San Felipe,Putaendo,Los Andes,40498,LOS PINOS PILLO PILLO,30.00 kVA,10,,,,,1,,,,
6361,Reñaca,Costa Brava,Costa,22987,SED Las Pelargonias E Eluchans,300.00 kVA,36,,,,,,,,,
6362,Placeres,Placeres,valparaiso,11735,SED Mar Paraiso 3,500.00 kVA,103,,,,,,,,,
6363,San Felipe,Putaendo,Los Andes,42301,Vergara Sur,30.00 kVA,14,,,,,2,,,,
6364,Placeres,Barón,valparaiso,10702,Vega Ercilla,150.00 kVA,29,,,,,2,,,,
6365,San Rafael,Chacabuco,Los Andes,42510,Estanque Cancha Condoroma,45.00 kVA,7,,,,,,,,,
6366,Bosquemar,Manatiales,Costa,21220,S Barros Calle Dos,150.00 kVA,6,,,,,,,,,
6367,San Rafael,Las Juntas,Los Andes,42082,Parcela 82_San Francisco,15.00 kVA,1,,,,,,,,,
6368,Quintero,Quintero,Costa,20834,Oxiquim Playa Loncura 2,5.00 kVA,1,,,,,,,,,
6369,Placilla,Bosque,valparaiso,10583,Sed Edificio La Cima,150.00 kVA,8,,,,,2,,,,
6370,Quilpué,Marga Marga,Marga Marga,20890,Los Canales Claudet,10.00 kVA,4,,,,,2,,,,
6371,Placilla,Bosque,valparaiso,10534,Av.Tupungato N° 3,15.00 kVA,2,,,,,,,,,
6372,La Calera,Hijuelas,Quillota,31214,Calle Nueva Panamericana Norte,75.00 kVA,31,,,,,2,,,,
6373,San Pedro,Olmué,Quillota,32185,Eastman Swett 2,100.00 kVA,11,,,,,2,,,,
6374,Peñablanca,El Rincón,Marga Marga,23936,SED Ignacio Carrera Pinto La Prat,150.00 kVA,52,,,,,1,,,,
6375,San Felipe,Putaendo,Los Andes,40984,21 de Mayo Los Copihues,30.00 kVA,19,,,,,1,,,,
6376,Peñablanca,Wilson,Marga Marga,22876,Sta Teresa Torreones 11,100.00 kVA,36,,,,,1,,,,
6377,Reñaca,Glorias Navales,Costa,21370,Aconcagua 1,10.00 kVA,21,,,,,20,,,,
6378,Quilpué,Marga Marga,Marga Marga,22363,SED Las Chacrillas Los Canelillos,15.00 kVA,11,,,,,3,,,,
6379,Miraflores,Achupallas,Costa,21003,Lumalla,15.00 kVA,12,,,,,4,,,,
6380,Playa Ancha,La Pólvora,valparaiso,11793,SED Las Araucarias Psje 42,75.00 kVA,6,,,1,1,,,,,
6381,San Sebastián,Cartagena,San Antonio,50567,Cuesta Quebrada Honda,10.00 kVA,9,,,,,2,,,,
6382,San Rafael,San Vicente,Los Andes,42208,Membrillar_Centro Comercial,100.00 kVA,85,,,,,,,,,
6383,Quilpué,Quilpué,Marga Marga,20749,Montevideo Manuel Plaza,150.00 kVA,51,,,,,6,,,,
6384,San Antonio,San Antonio,San Antonio,50991,Oceano Los Delfines Poniente 5,10.00 kVA,13,,,,,,,,,
6385,Reñaca,Glorias Navales,Costa,21372,Aconcagua 3,45.00 kVA,18,,,,,3,,,,
6386,Mayaca,Pocochay,Quillota,31776,Cond Llanos de La Cruz,150.00 kVA,101,,,,,1,1,,,
6387,San Pedro,Olmué,Quillota,30384,La Trampa Escuela,15.00 kVA,28,,3,,,8,,,,
6388,San Antonio,San Juan,San Antonio,50646,Sta Maria Club de Tenis,300.00 kVA,150,,1,,,1,,,,
6389,Bosquemar,Manatiales,Costa,20691,Manantiales Magallanes,300.00 kVA,145,,1,,,7,,,,
6390,Peñablanca,El Pangal,Quillota,31653,Altos de San Francisco,150.00 kVA,85,,1,,,4,,,,
6391,Bosquemar,Lilenes,Costa,22898,SED Primera Transversal Calle Ocho,100.00 kVA,81,,1,,,7,,,,
6392,Placeres,Polanco,valparaiso,10785,Edificio Bosque Ingles,500.00 kVA,335,,1,,,1,,,,
6393,San Pedro,Olmué,Quillota,31618,Quinteros El Progreso,100.00 kVA,22,,1,,,1,,,,
6394,Bosquemar,Lilenes,Costa,20392,Altomar 1,300.00 kVA,60,,1,,,2,,,,
6395,Bosquemar,Lilenes,Costa,28021,SED El Prado Higuerillas,150.00 kVA,57,,1,,,1,,,,
6396,Placeres,Polanco,valparaiso,10495,Barrio Verde 2,300.00 kVA,167,,1,,,,,,,
6397,San Rafael,San Rafael,Los Andes,40160,El Bosque 2,75.00 kVA,33,,1,,,1,,,,
6398,Miraflores,Villa Dulce,Marga Marga,22774,Uno Norte Isla Picton,300.00 kVA,95,,1,,,6,,,,
6399,Reñaca,Jorge Montt,Costa,20695,Los Zargazos Jardin del Mar,300.00 kVA,94,,1,,,4,,,,
6400,San Rafael,El Almendral,Los Andes,42654,Portones del Inca_Titi Lafon,45.00 kVA,29,,1,,,3,,,,
6401,Reñaca,Alejandro Navarrete,Costa,21479,La Portada Torres B,300.00 kVA,68,,1,,,,,,,
6402,Quilpué,El Carmen,Marga Marga,23214,Los Alerces,75.00 kVA,33,,1,,,2,,,,
6403,Placilla,Curauma,valparaiso,10981,Bosque de Placilla 4,150.00 kVA,51,,1,,,,,,,
6404,San Antonio,San Antonio,San Antonio,50994,Oceano Los Delfines Oriente 1,10.00 kVA,8,,1,,,1,,,,
6405,San Rafael,San Rafael,Los Andes,42334,Bucalemu_Grimalt,45.00 kVA,4,,1,,,1,,,,
6406,Placilla,Peñuelas,valparaiso,10382,Jardin Del Lago,300.00 kVA,79,4,,,,6,,,,
6407,San Pedro,Olmué,Quillota,30755,Loteo Altos de Olmué 2,75.00 kVA,28,2,,,,6,,,,
6408,San Pedro,Olmué,Quillota,31257,Eastmann_Paradero 13,45.00 kVA,36,2,,,,5,,,,
6409,San Antonio,San Juan,San Antonio,51129,LAGUNA 3,10.00 kVA,4,2,,,,,,,,
6410,Catemu,Catemu,Los Andes,40844,Cerrillos Norte,100.00 kVA,66,1,,,,2,,,,
6411,Catemu,Catemu,Los Andes,43164,Ignacio Carrera Pinto Polideportivo,100.00 kVA,50,1,,,,4,,,,
6412,Bosquemar,Manatiales,Costa,21878,Bosque Montemar Blanca Estela,300.00 kVA,135,1,,,,3,,,,
6413,San Pedro,Pachacama,Quillota,32187,Vista Hermosa 2,75.00 kVA,35,1,,,,15,,,,
6414,San Rafael,San Esteban,Los Andes,43050,Calle Reyes_Villa San Esteban,75.00 kVA,29,1,,,,10,,,,
6415,Mayaca,Pocochay,Quillota,30984,Condominio Campanario,150.00 kVA,32,1,,,,,,,,
6416,San Rafael,Las Juntas,Los Andes,40931,Nueva Foncea,45.00 kVA,26,1,,,,7,,,,
6417,San Pedro,Olmué,Quillota,30584,Granizo Los Perales,75.00 kVA,58,1,,,,6,,,,
6418,San Pedro,Pachacama,Quillota,30449,Hualcapo Vecinal 2,15.00 kVA,19,1,,,,2,,,,
6419,San Pedro,Pachacama,Quillota,31728,San Francisco Las Lajas,30.00 kVA,13,1,,,,1,,,,
6420,La Calera,La Palmilla,Quillota,31650,Parcela 35 Av Ricardo Sta Cruz,30.00 kVA,17,1,,,,,,,,
6421,Quilpué,El Carmen,Marga Marga,23439,Alto Los Cipreses 2,75.00 kVA,72,1,,,,,,,,
6422,San Pedro,Olmué,Quillota,30754,Loteo Altos de Olmué 1,45.00 kVA,21,1,,,,8,,,,
6423,San Pedro,Lliu Lliu,Quillota,31054,Parcelacion Las Encinas T Guerra,45.00 kVA,21,1,,,,2,,,,
6424,San Pedro,Limache,Quillota,30246,Principal Lo Varela,45.00 kVA,34,1,,,,1,,,,
6425,Mayaca,Pocochay,Quillota,31508,Lorca Prieto La Puntilla,45.00 kVA,7,1,,,,5,,,,
6426,San Pedro,Pachacama,Quillota,31806,Centauro El Bosco 1,30.00 kVA,5,1,,,,,,,,
6427,Peñablanca,El Rincón,Marga Marga,21588,Rincon del Sol,300.00 kVA,47,1,,,,1,,,,
6428,Las Vegas,Santa Teresa,Los Andes,42229,Rodríguez_Liceo Politécnico,100.00 kVA,6,1,,,,,,,,
6429,Placilla,Peñuelas,valparaiso,10400,Fundadores Trinares,100.00 kVA,64,1,,,,3,,,,
6430,El Melón,Pataguas,Quillota,30436,La Viña La Quinta,10.00 kVA,4,1,,,,3,,,,
6431,San Antonio,San Juan,San Antonio,50376,Maria Vera,5.00 kVA,4,1,,,,1,,,,
6432,San Pedro,Olmué,Quillota,31868,V Las Palmas 4 A Etapa,45.00 kVA,4,1,,,,4,,,,
6433,San Rafael,Las Juntas,Los Andes,40724,San Francisco Parcela 70_88,10.00 kVA,3,1,,,,,,,,
6434,El Melón,Nogales,Quillota,31598,El Olivo Ruta F 20,15.00 kVA,2,1,,,,,,,,
6435,San Pedro,Olmué,Quillota,31955,Campo Dhelos 2-1,100.00 kVA,4,1,,,,7,,,,
6436,Quilpué,Marga Marga,Marga Marga,20892,Las Vertientes,45.00 kVA,9,1,,,,,,,,
6437,Quilpué,Marga Marga,Marga Marga,20876,El Totoral #2,45.00 kVA,7,1,,,,5,,,,
6438,San Rafael,Chacabuco,Los Andes,43299,Condominio Colinas De Rinconada,200.00 kVA,110,,,,,2,,,,
6439,Panquehue,Panquehue,Los Andes,43241,Nuevo Amanecer_12 De Septiembre,75.00 kVA,60,,,,,3,,,,
6440,San Antonio,Barrancas,San Antonio,51478,SED BARRIO EL GOLF ETAPA D,300.00 kVA,178,,,,,2,,,,
6441,San Rafael,Los Andes,Los Andes,43216,La Pampilla Calle 1,100.00 kVA,119,,,,,5,,,,
6442,Quintero,Loncura,Costa,21736,SED Edificio Bahia Pelicanos,300.00 kVA,165,,,,,1,,,,
6443,San Rafael,Los Andes,Los Andes,43217,La Pampilla Pasaje 6,100.00 kVA,108,,,,,,,,,
6444,Catemu,Catemu,Los Andes,42070,Av. Los Corrales_Ñilhue,75.00 kVA,91,,,,,5,,,,
6445,San Rafael,Los Andes,Los Andes,42343,SED Los Maitenes Calle Los Abedules,400.00 kVA,90,,,,,4,,,,
6446,Bosquemar,Lilenes,Costa,23603,SED Pimpinelas Mares de Montemar,500.00 kVA,346,,,,,1,,,,
6447,San Antonio,San Juan,San Antonio,50573,Santa Maria Paseo El Mirador,300.00 kVA,103,,,,,4,,,,
6448,San Rafael,Los Andes,Los Andes,42770,Monasterio Sur,75.00 kVA,75,,,,,3,,,,
6449,San Antonio,San Juan,San Antonio,50571,Las Brisas Manzanas B,300.00 kVA,92,,,,,3,,,,
6450,Bosquemar,Lilenes,Costa,24042,SED Cond Costas 1 RM,750.00 kVA,284,,,,,,,,,
6451,La Calera,La Palmilla,Quillota,31417,Miraflores Maule,150.00 kVA,104,,,,,4,,,,
6452,San Pedro,Lliu Lliu,Quillota,30397,Villa las Americas,150.00 kVA,207,,,,,2,,,,
6453,San Antonio,San Juan,San Antonio,50643,Santa Maria Esturion,300.00 kVA,86,,,,,1,,,,
6454,San Felipe,Putaendo,Los Andes,40941,VILLA LOS RIOS  JUAN ROZAS,75.00 kVA,64,,,,,8,,,,
6455,Las Vegas,Santa Teresa,Los Andes,42558,Comite San Ignacio,150.00 kVA,86,,,,,3,,,,
6456,Bosquemar,Lilenes,Costa,23895,SED Ed Costa Montemar 2,750.00 kVA,242,,,,,,,,,
6457,San Rafael,Las Juntas,Los Andes,42158,Villa Esmeralda,75.00 kVA,72,,,,,8,,,,
6458,San Rafael,Los Andes,Los Andes,40727,Calle Larga_Castro,75.00 kVA,56,,,,,15,,,,
6459,Catemu,Catemu,Los Andes,43145,Comite Los Nogales I,75.00 kVA,46,,,,,,,,,
6460,San Felipe,Tocornal,Los Andes,43027,Comite La Esperanza_Entrada,45.00 kVA,51,,,,,1,,,,
6461,San Pedro,Lliu Lliu,Quillota,31773,Cond Republica,300.00 kVA,165,,,,,7,,,,
6462,San Rafael,Los Andes,Los Andes,42409,Loteo Sagrado Corazón 1,45.00 kVA,52,,,,,,,,,
6463,San Rafael,Los Andes,Los Andes,42883,Cond. Aires del Guindal Oriente,75.00 kVA,52,,,,,1,,,,
6464,San Rafael,Las Juntas,Los Andes,42449,Loteo Jacobelli_Pasaje 4,75.00 kVA,50,,,,,1,,,,
6465,Catemu,Catemu,Los Andes,42414,Las Emprendedoras 1,45.00 kVA,44,,,,,,,,,
6466,La Calera,Artificio,Quillota,31484,Vivanco Cond Las Margaritas II,300.00 kVA,162,,,,,7,,,,
6467,La Calera,La Cruz,Quillota,31822,Condominio Los Paltos,150.00 kVA,161,,,,,,,,,
6468,Reñaca,Costa Brava,Costa,24092,SED Las Pelargonias 2 E Eluchans,500.00 kVA,205,,,,,,,,,
6469,San Rafael,Las Juntas,Los Andes,42448,Loteo Jacobelli_Pasaje 6,75.00 kVA,46,,,,,,,,,
6470,Bosquemar,Manatiales,Costa,23344,Las Encinas Av. Central,300.00 kVA,198,,,,,6,,,,
6471,Quintero,Loncura,Costa,21313,Costa Quilen 1,150.00 kVA,71,,,,,,,,,
6472,La Calera,La Cruz,Quillota,31674,SED Condominio Sol Oriente II,75.00 kVA,70,,,,,1,,,,
6473,San Antonio,San Juan,San Antonio,50436,Calle 3 Las Brisas,300.00 kVA,58,,,,,5,,,,
6474,Catemu,Catemu,Los Andes,42415,Las Emprendedoras 2,45.00 kVA,37,,,,,1,,,,
6475,La Calera,La Palmilla,Quillota,31632,Condominio Plaza del Sol,75.00 kVA,67,,,,,3,,,,
6476,San Rafael,Las Juntas,Los Andes,42447,Loteo Jacobelli_Calle 3,75.00 kVA,41,,,,,1,,,,
6477,Bosquemar,Manatiales,Costa,21875,Los Pellines Las Fucsias,500.00 kVA,178,,,,,2,,,,
6478,Las Vegas,Llay Llay,Los Andes,42501,Edificios A. Edwards 2,100.00 kVA,63,,,,,,,,,
6479,Quintero,Loncura,Costa,21652,Praderas 1,100.00 kVA,63,,,,,1,,,,
6480,Bosquemar,Lilenes,Costa,24043,SED Cond Costas 2 DM,750.00 kVA,173,,,,,,,,,
6481,Catemu,Catemu,Los Andes,40040,Sta. Isabel alto La Redonda,30.00 kVA,35,,,,,2,,,,
6482,Peñablanca,El Pangal,Quillota,31991,Cond. Sta Maria Luisa,150.00 kVA,129,,,,,4,,,,
6483,San Felipe,Tocornal,Los Andes,40446,Jahuelito,37.50 kVA,39,,,,,2,,,,
6484,Panquehue,Panquehue,Los Andes,40657,Condominio San Gabriel,75.00 kVA,17,,,,,1,,,,
6485,San Felipe,Tocornal,Los Andes,42961,Conj. Habitacional Amistad,45.00 kVA,37,,,,,,,,,
6486,Mayaca,Pocochay,Quillota,31522,los Molinos 1,100.00 kVA,59,,,,,,,,,
6487,San Antonio,Barrancas,San Antonio,51248,SED EUCALIPTUS BARRIO EL GOLF,300.00 kVA,49,,,,,7,,,,
6488,Mayaca,Pocochay,Quillota,31648,Conj Hab La Foresta,75.00 kVA,57,,,,,,,,,
6489,Bosquemar,Lilenes,Costa,23121,Costa de Montemar 5,150.00 kVA,153,,,,,1,,,,
6490,Concón,Expreso RPC,Costa,23140,Casamar 1,150.00 kVA,101,,,,,6,,,,
6491,San Felipe,Tocornal,Los Andes,42921,SED Población Doña Javiera,45.00 kVA,33,,,,,3,,,,
6492,Las Vegas,Llay Llay,Los Andes,43293,Barrio Norte IV,75.00 kVA,51,,,,,,,,,
6493,La Calera,La Cruz,Quillota,30927,Fco. Marcos,75.00 kVA,110,,,,,2,,,,
6494,San Pedro,Olmué,Quillota,30547,Sta Regina Estero,45.00 kVA,47,,,,,,,,,
6495,La Calera,La Cruz,Quillota,32003,Condominio Ravello 2,150.00 kVA,107,,,,,,,,,
6496,La Calera,La Cruz,Quillota,31098,Villa Jamaica El Molino,45.00 kVA,50,,,,,,,,,
6497,Mayaca,Boco,Quillota,31521,Covarrubias 1,75.00 kVA,50,,,,,,,,,
6498,Bosquemar,Lilenes,Costa,23117,Costa de Montemar 1,300.00 kVA,135,,,,,,,,,
6499,Bosquemar,Manatiales,Costa,22763,Edificio Manantiales Terravista,500.00 kVA,134,,,,,1,,,,
6500,Catemu,Catemu,Los Andes,40421,Cno Antiguo Lo Campo,30.00 kVA,14,,,,,5,,,,
6501,Reñaca,Costa Brava,Costa,23263,Las Brisas de Montemar,300.00 kVA,133,,,,,,,,,
6502,Las Vegas,Llay Llay,Los Andes,42443,Juan Pablo II_Calle 2,75.00 kVA,47,,,,,,,,,
6503,Reñaca,Costa Brava,Costa,23374,E Balaguer Altos del Bosque,500.00 kVA,132,,,,,2,,,,
6504,San Pedro,Said,Quillota,31015,Las Industrias Sto Domingo,150.00 kVA,194,,,,,2,,,,
6505,Quilpué,Villa Alemana,Marga Marga,23903,San Jose San Marcos,300.00 kVA,259,,,,,2,,,,
6506,San Felipe,Putaendo,Los Andes,42060,Loteo El Tártaro,75.00 kVA,33,,,,,4,,,,
6507,Catemu,Enami,Los Andes,40484,Los Corrales el Palquial,15.00 kVA,26,,,,,6,,,,
6508,San Rafael,Los Andes,Los Andes,42344,Los Maitenes Calle Larga Sur,300.00 kVA,30,,,,,1,,,,
6509,Bosquemar,Manatiales,Costa,20967,Borgoño Cruz del Sur,150.00 kVA,126,,,,,23,,,,
6510,La Calera,La Cruz,Quillota,32238,El Molino A,150.00 kVA,96,,,,,,,,,
6511,Bosquemar,Manatiales,Costa,22260,Edificio Manantiales,500.00 kVA,124,,,,,4,,,,
6512,Mayaca,Pocochay,Quillota,31523,Los Molinos 2,100.00 kVA,45,,,,,,,,,
6513,Las Vegas,Llay Llay,Los Andes,42417,A. Latorre_Block 1,45.00 kVA,43,,,,,2,,,,
6514,La Calera,La Cruz,Quillota,32239,El Molino B,150.00 kVA,93,,,,,,,,,
6515,Quilpué,Paso Hondo,Marga Marga,24029,SED Torre Marga Marga F y E,500.00 kVA,302,,,,,,,,,
6516,Peñablanca,El Pangal,Quillota,32223,Altos de San Francisco III Interior,150.00 kVA,89,,,,,1,,,,
6517,Bosquemar,Lilenes,Costa,23589,Abedules 2 Transversal,300.00 kVA,117,,,,,,,,,
6518,San Felipe,Palomar,Los Andes,42426,El Real III Etapa_Padre Hurtado,150.00 kVA,136,,,,,8,,,,
6519,San Rafael,Las Juntas,Los Andes,40725,Lemus San Fernando,30.00 kVA,34,,,,,6,,,,
6520,Peñablanca,El Pangal,Quillota,32179,Altos de San francisco III,100.00 kVA,84,,,,,,,,,
6521,San Pedro,Pachacama,Quillota,31606,El Cuarzo 2,45.00 kVA,29,,,,,,,,,
6522,Catemu,Catemu,Los Andes,40777,Reinoso Catemu,30.00 kVA,22,,,,,1,,,,
6523,San Felipe,Palomar,Los Andes,42370,Padre Hurtado_Cond. El Real,150.00 kVA,131,,,,,6,,,,
6524,Reñaca,Costa Brava,Costa,23933,SED Ed Cinerarias,500.00 kVA,105,,,,,,,,,
6525,Catemu,Catemu,Los Andes,42574,Las Compuertas_Las Mercedes,15.00 kVA,21,,,,,,,,,
6526,Quintero,Loncura,Costa,20939,Comunidad Los Pozos,45.00 kVA,37,,,,,1,,,,
6527,San Rafael,Las Juntas,Los Andes,42291,Chaparrina_El Llano,30.00 kVA,31,,,,,7,,,,
6528,San Rafael,Los Andes,Los Andes,43167,Paseo Andino,500.00 kVA,110,,,,,,,,,
6529,Bosquemar,Manatiales,Costa,22333,Edif. Playa Amarilla,100.00 kVA,99,,,,,,,,,
6530,Concón,Expreso RPC,Costa,23141,Casamar 2,150.00 kVA,65,,,,,1,,,,
6531,San Pedro,Olmué,Quillota,31429,Lo Guala Alto M Osorio 2,45.00 kVA,32,,,,,5,,,,
6532,Bosquemar,Lilenes,Costa,23122,Costa de Montemar 6,500.00 kVA,96,,,,,,,,,
6533,Reñaca,Glorias Navales,Costa,23376,SED  LAGO ZENTENO J. A.NUÑEZ,300.00 kVA,317,,,,,2,,,,
6534,San Felipe,Palomar,Los Andes,40612,Loteo El Peñon,30.00 kVA,10,,,,,9,,,,
6535,La Calera,Hijuelas,Quillota,30581,Union Americana Cmno Internacional,45.00 kVA,25,,,,,,,,,
6536,San Rafael,Centenario,Los Andes,40693,Pedrero_Alamos,45.00 kVA,22,,,,,19,,,,
6537,Mayaca,Prat,Quillota,32019,Altos de Yungay 3,150.00 kVA,137,,,,,1,,,,
6538,San Rafael,Las Juntas,Los Andes,42469,El Maiten Mardones,45.00 kVA,21,,,,,1,,,,
6539,Reñaca,Costa Brava,Costa,22973,Liquidambar Los Olivillos,500.00 kVA,90,,,,,1,,,,
6540,San Antonio,Aguas Buenas,San Antonio,51905,SED VILLA EL TRIGAL ENRIQUE MANZUR,300.00 kVA,117,,,,,,,,,
6541,Catemu,Catemu,Los Andes,40435,Santa Isabel,45.00 kVA,18,,,,,3,,,,
